,FAA,EAA (Golden Defensive),FAA + MA Filter,EAA + MA Filter,Equal Weight,SPY Buy&Hold
2005,2.665340327112742,0.30585732367423013,-3.2564333180984395,-3.755870365631464,6.439351646917224,5.473045861450121
2006,12.647440644693031,9.169547967137138,12.647440644693031,9.169547967137138,16.238955627035967,15.845294756294258
2007,10.66235119878327,6.04361252930572,10.66235119878327,6.04361252930572,9.5032197640198,5.146185422977778
2008,-23.612779181673847,-14.820742491651707,3.4929176750996493,2.676864418147251,-35.481454367841124,-36.7949966913123
2009,23.556042874069426,12.325850203957977,16.2941101986539,11.577226827633357,28.17084966536818,26.351786375537433
2010,7.020295678742072,-2.447007946260926,4.778705511743686,-0.12956167055083734,16.085751915261625,15.056129625585047
2011,9.969124234996007,6.69523927236868,20.142830622109486,13.675062229110724,3.1046076108414367,1.8949669304874073
2012,8.406394208063016,8.940829583619836,8.406394208063016,8.940829583619836,14.726827528207732,15.990399330922056
2013,32.90427867335799,31.583702434786034,32.90427867335799,31.583702434786034,30.85341845846845,32.30769810473697
2014,10.147754192319258,10.141889527253877,10.147754192319258,10.141889527253877,13.31553582713061,13.463823094079807
2015,4.369569640508475,-3.4488078540479306,0.2459831198685869,-1.2061392442953567,-1.3048076375603346,1.234303175840834
2016,19.094176129782635,13.370041109091257,27.742080263947464,17.167548295418378,14.400874100497884,11.99787797224674
2017,17.34919830975594,13.466096390555048,17.34919830975594,13.466096390555048,19.24043854123414,21.705377079131516
2018,-9.235869112623707,-8.30020995976385,-11.403428299177243,-7.701433982833761,-6.259078815195651,-4.568983589530484
2019,31.97477724788711,12.369142831100067,13.165385933875019,5.171972078857867,27.765497328541457,31.22388588038678
2020,20.34768155276996,-1.310817159051103,27.104979161023792,12.009446660439194,10.08118529484694,18.331632479434145
2021,24.76019864958221,19.963883496328272,24.76019864958221,19.963883496328272,29.56759607862869,28.728742174699473
2022,5.090676415765993,18.772158875163612,-28.31486378069793,-10.32735056227041,-5.213359777210991,-18.175376029086532
2023,2.5057513145091415,0.09924967459242762,12.313852003600733,8.51702655726967,13.899913161447653,26.17580548950351
2024,19.696434709292564,13.663315630115779,19.696434709292564,13.663315630115779,15.614263062055866,25.342483285855156
